"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"206224_at",2.98962866666666,6.0757135,11.9787074359474,3.0804848460056e-22,6.92852920029874e-20,40.0196079559545
"205206_at",-2.4164215,10.2925210833333,-11.9780274140199,3.09201851828604e-22,6.92852920029874e-20,40.0159225124833
"205751_at",-1.31932616666666,4.71535991666667,-11.9433882058572,3.74048451182636e-22,8.31345490585797e-20,39.828163135071
"1560826_at",-1.15940766666667,6.58457183333333,-11.9310453649912,4.0031023984019e-22,8.86111836569328e-20,39.7612461018799
"231773_at",-1.8737635,6.95669425,-11.9293405844712,4.04079800106531e-22,8.90849317371959e-20,39.7520030375695
"200911_s_at",-1.11242666666667,11.7406366666667,-11.9138045174398,4.40113456366392e-22,9.66393703888854e-20,39.6677626804616
"209614_at",-2.23169383333333,7.33737808333333,-11.9037611370549,4.6510288792503e-22,1.01718001589204e-19,39.6132991742747
"229427_at",-1.47371016666667,7.60568808333333,-11.9000472898485,4.7469918891718e-22,1.03403100215326e-19,39.5931584736486
"202005_at",1.12021800000001,9.42482433333333,11.8883287852559,5.06298323973796e-22,1.09641213632576e-19,39.529603369582
"219655_at",1.39585566666667,6.80933816666667,11.8879523634552,5.07347545478588e-22,1.09641213632576e-19,39.527561750932
"226614_s_at",-1.336033,7.74006083333333,-11.8800688998513,5.29828887256017e-22,1.14048796892609e-19,39.4848023504445
"239345_at",-1.36382683333333,6.12900608333333,-11.8753122781526,5.43873180558855e-22,1.16612808419825e-19,39.4590014094199
"219777_at",-1.959076,9.382808,-11.8572355064221,6.00732315073414e-22,1.28300934869683e-19,39.3609400467717
"226022_at",-1.61285783333333,10.18227125,-11.8540241684073,6.11439022004319e-22,1.30079488436133e-19,39.3435179586495
"201563_at",1.29109883333333,8.41351791666667,11.8522013246454,6.17601247176289e-22,1.30881194532417e-19,39.3336285036589
"209641_s_at",1.75006866666666,8.08885033333333,11.834141177277,6.82118019405682e-22,1.4399537726257e-19,39.2356392508456
"202503_s_at",2.06764733333333,8.48727833333333,11.8248426385519,7.17924821887924e-22,1.50971306295086e-19,39.1851825796753
"201540_at",-2.34986816666667,11.6947659166667,-11.8198839061396,7.37783287526913e-22,1.54552878335379e-19,39.1582735091967
"53991_at",-1.0369685,7.78119491666667,-11.8165669690933,7.51372885519959e-22,1.5623819321242e-19,39.1402732321629
"205247_at",-1.11895966666667,8.09887916666667,-11.8165256911217,7.51543572288368e-22,1.5623819321242e-19,39.1400492229137
"221846_s_at",-1.08150333333333,8.96320866666667,-11.813644792285,7.63552675138275e-22,1.58040155585643e-19,39.1244148483921
"203662_s_at",-1.0521645,7.75485758333333,-11.81306503815,7.65992523643263e-22,1.58040155585643e-19,39.1212685337183
"205952_at",-2.64322716666666,7.54559908333333,-11.8072771744898,7.90782425511231e-22,1.62541462837694e-19,39.0898571380941
"202786_at",1.37674283333333,8.71118275,11.7981447784807,8.31541316469821e-22,1.70279106659129e-19,39.0402917519756
"228933_at",1.893609,6.86164083333333,11.7969029002503,8.37244088377896e-22,1.70807166164408e-19,39.0335512855994
"203074_at",-1.85149683333333,8.60080908333333,-11.7926216035008,8.57205949874884e-22,1.74229499291484e-19,39.0103134664338
"229127_at",-2.19586733333333,7.7907045,-11.7874833653308,8.81793588825366e-22,1.78563201737137e-19,38.9824233873776
"242009_at",-3.59241616666667,7.58683508333333,-11.7867255279568,8.8547929289284e-22,1.78647897929579e-19,38.9783097955882
"224950_at",1.22616766666667,8.22014416666667,11.7847207894523,8.95303786923309e-22,1.79965935845706e-19,38.9674278282056
"209169_at",-1.939575,6.93216466666667,-11.7788495095634,9.24709235719234e-22,1.85195888142671e-19,38.9355568560634
"208869_s_at",-1.05819683333333,8.85405658333333,-11.7764431025549,9.37039008977097e-22,1.86980320495704e-19,38.9224937918365
"234996_at",-2.15970366666667,6.0641975,-11.7743191249156,9.48058393202674e-22,1.87808306696943e-19,38.9109636869565
"236359_at",-1.97844,8.21056433333333,-11.7721673981742,9.59354061039964e-22,1.89359867463394e-19,38.8992827589517
"203865_s_at",-1.73204616666666,8.59249608333333,-11.7594368454603,1.02899601702209e-21,2.02375385721881e-19,38.8301694915154
"216623_x_at",3.10507266666667,7.48389133333333,11.7492554190316,1.08831921740311e-21,2.1327545953948e-19,38.7748905955045
"1555216_a_at",-1.8291145,7.82175841666667,-11.7188769770936,1.28646500370844e-21,2.49423666942408e-19,38.6099301209047
"205730_s_at",-1.1178885,8.03024608333333,-11.6988357423677,1.43657866834048e-21,2.76566685533507e-19,38.5010831107718
"239262_at",-2.11083916666667,7.40139125,-11.6903070119451,1.50566740558891e-21,2.88850404914293e-19,38.4547576695043
"238905_at",-1.16286983333333,7.36115575,-11.6588824791906,1.79020393119008e-21,3.38683044767536e-19,38.2840460253147
"209168_at",-1.9912415,6.59462091666667,-11.6425291208914,1.95897524069316e-21,3.6933438374103e-19,38.1951933248368
"202112_at",-1.8075725,11.14604325,-11.6402462211109,1.98376971170016e-21,3.72723742224077e-19,38.1827888863518
"219165_at",-1.12966833333333,9.28571683333333,-11.6343003837111,2.04983199990415e-21,3.83817002036847e-19,38.1504805253339
"224511_s_at",1.16488599999999,11.4630653333333,11.6316283509138,2.08023308618924e-21,3.88180013608863e-19,38.1359608862621
"235489_at",-2.14054883333334,7.46872891666667,-11.6270752523555,2.13307957356718e-21,3.96687502329202e-19,38.1112190906279
"208961_s_at",-1.49032183333333,11.2540829166667,-11.6213964262331,2.20087963258992e-21,4.07908792921539e-19,38.0803590132695
"206658_at",-2.77834433333334,7.939688,-11.6198131059379,2.22016477614507e-21,4.10092936269364e-19,38.0717546783738
"236583_at",-1.3378815,7.34420925,-11.6126877464636,2.30906838933568e-21,4.25078498945887e-19,38.0330318260828
"202908_at",-1.094297,9.41265066666667,-11.6115901122756,2.32307694266572e-21,4.26222254497477e-19,38.0270665643095
"219866_at",-2.66458633333333,8.93092783333333,-11.6095245639893,2.34966961249331e-21,4.29659485160775e-19,38.015840912403
"218805_at",-1.407077,9.60496433333333,-11.5883647008126,2.64027721876814e-21,4.79591883508797e-19,37.9008348755906
"235978_at",-1.33968666666666,6.4116155,-11.587094544944,2.65882435990611e-21,4.8136166184724e-19,37.8939309675043
"244422_at",-1.380235,5.43678166666667,-11.5820675392564,2.7335185460477e-21,4.93251242591281e-19,37.8666062457892
"238617_at",2.09627416666666,6.79871308333333,11.5750575011945,2.84119790521893e-21,5.10995050881069e-19,37.8285011813269
"221747_at",-1.47284333333332,10.176447,-11.5735998233715,2.86411676836162e-21,5.12667766276621e-19,37.8205773534173
"206499_s_at",1.23573083333333,8.17424208333333,11.5713411900648,2.89999504332048e-21,5.16473058610902e-19,37.8082994533142
"235568_at",-2.70982166666667,9.65416116666667,-11.5702832413548,2.91695489322762e-21,5.17806846711754e-19,37.8025484008877
"204153_s_at",-1.00472666666667,8.4394115,-11.5601602009963,3.08434160229857e-21,5.45748793222247e-19,37.7475172931327
"225557_at",-1.73471716666667,9.40144075,-11.5569211389266,3.13990503602387e-21,5.52007420722203e-19,37.7299083263814
"223062_s_at",2.29370283333333,6.84543575,11.5465835659834,3.32402870465116e-21,5.78793851677714e-19,37.6737064756536
"224937_at",1.35923616666667,8.65561058333333,11.5420984935256,3.40723847666544e-21,5.91380705282405e-19,37.6493216092446
"218950_at",-1.11049883333333,8.62775941666667,-11.5415292258159,3.41794792627782e-21,5.91380705282405e-19,37.6462265150764
"203228_at",1.0771295,8.51205758333333,11.5323370216471,3.59561793138004e-21,6.20159023338182e-19,37.5962473190401
"205382_s_at",-2.1406845,10.8444060833333,-11.5251318099336,3.74132252884334e-21,6.43260406492169e-19,37.5570698077308
"213974_at",-2.1479345,7.31961108333333,-11.5220871446196,3.80465493079869e-21,6.51489734910577e-19,37.5405143053383
"225765_at",1.24188033333333,8.3165885,11.5216889305969,3.81301719563575e-21,6.51489734910577e-19,37.5383489777821
"225079_at",-1.82566350000001,11.6066725833333,-11.5069607708726,4.13557194290487e-21,7.02212409870571e-19,37.4582597581657
"225803_at",1.38695033333333,7.29456283333333,11.499033463364,4.3203489549029e-21,7.31316034394167e-19,37.4151496860401
"202575_at",2.3049745,8.56907225,11.495246137204,4.411522433133e-21,7.44444410591193e-19,37.3945528841659
"231804_at",-1.68760983333333,6.08091675,-11.4830894917472,4.71738973833599e-21,7.93610104441601e-19,37.3284379238127
"209610_s_at",1.10777683333333,7.91142491666667,11.4713373538549,5.03324508266378e-21,8.44149309492768e-19,37.2645187915142
"213169_at",-1.78154016666667,8.39269508333333,-11.4660395139066,5.18247181587318e-21,8.66518796736594e-19,37.2357028688469
"229452_at",-1.0716815,7.81800808333333,-11.4609185820121,5.33092335631694e-21,8.88622666178745e-19,37.2078484171629
"204442_x_at",-1.4337455,9.01940308333333,-11.4585181716406,5.40196710409236e-21,8.9772811980623e-19,37.1947915297204
"219993_at",-1.9091265,7.27290391666667,-11.4513596717696,5.61951059657671e-21,9.31050732932823e-19,37.155852333646
"221204_s_at",-1.51601233333333,8.50455216666667,-11.4503038408369,5.65233053582303e-21,9.31644757646735e-19,37.1501089401798
"225750_at",1.06813183333333,10.0570635833333,11.4494473268001,5.67909571304429e-21,9.32446120452542e-19,37.1454497459832
"206159_at",-1.97101183333333,6.58647591666667,-11.4374127888614,6.06885653024087e-21,9.93457277817124e-19,37.0799831028701
"228915_at",-2.23743883333334,7.27272191666667,-11.4336109218766,6.19746769680741e-21,1.01148222782969e-18,37.0593005079692
"226462_at",-2.0178715,6.93401241666667,-11.4321621411596,6.24719241000002e-21,1.01656322921652e-18,37.051418869621
"223492_s_at",-1.54228933333333,8.59106283333333,-11.4301537027432,6.31678674757948e-21,1.02180566693464e-18,37.0404924938817
"228698_at",-2.74883233333334,8.62450933333333,-11.4033002849924,7.32537232301207e-21,1.1745300051633e-18,36.8943931921149
"209840_s_at",-2.27100683333334,7.09812108333333,-11.3991311473648,7.49580996940664e-21,1.19834330431961e-18,36.8717087799915
"214088_s_at",1.3265935,7.12235141666667,11.3902140203725,7.87379005736505e-21,1.2551004996689e-18,36.8231888942066
"243481_at",-1.32753416666667,7.14748675,-11.3700151367969,8.80203776267468e-21,1.3972743532801e-18,36.7132752161156
"215108_x_at",2.75467516666666,6.97796091666667,11.3697110106227,8.81682033619814e-21,1.3972743532801e-18,36.7116202135999
"203887_s_at",-2.004228,9.513122,-11.3646206298795,9.06796814571335e-21,1.42970026477617e-18,36.6839188950735
"228311_at",-1.01432733333333,8.35621416666667,-11.3645055802086,9.07372641750949e-21,1.42970026477617e-18,36.6832927994521
"212730_at",-1.73798233333333,8.52583933333333,-11.3608137944281,9.26045710120541e-21,1.4549295747368e-18,36.6632020795502
"37892_at",3.9757295,6.01369991666667,11.3489816522003,9.88523817953137e-21,1.54864010735209e-18,36.5988092625035
"224822_at",-1.90030250000001,10.4564394166667,-11.3447038531316,1.01213601422239e-20,1.58110104507454e-18,36.5755278216421
"202311_s_at",2.99839883333333,8.38524391666667,11.3423680861722,1.02526615590665e-20,1.59704920439305e-18,36.562815488919
"220979_s_at",-2.228416,6.91951216666667,-11.3404943652142,1.03592209680317e-20,1.60906365462254e-18,36.5526177327353
"239183_at",-1.59936266666667,5.80938816666667,-11.3368889703782,1.05673897588957e-20,1.63674797469581e-18,36.5329950814926
"222581_at",1.26352666666667,9.31781116666667,11.3286450184821,1.10592466185981e-20,1.70327974330098e-18,36.4881255707081
"201013_s_at",1.16780716666667,9.47241341666667,11.3169644261588,1.17956244760837e-20,1.81158923660078e-18,36.424548715201
"222304_x_at",-1.22931566666667,8.12143083333333,-11.316042759799,1.1855776256424e-20,1.81572707792713e-18,36.4195320012544
"235183_at",-2.3425245,7.48848008333333,-11.3074703060525,1.24301656356457e-20,1.89308998921707e-18,36.3728704419575
"1555832_s_at",-1.39220616666667,11.6758085833333,-11.2993006476559,1.30034640771235e-20,1.96943046652833e-18,36.328399860216
"1555270_a_at",-1.14340566666667,8.32412866666667,-11.276568922479,1.47417449482493e-20,2.22653288686611e-18,36.2046547699087
"217809_at",1.03983983333333,10.71287175,11.2754728909375,1.48312000717852e-20,2.23387290337425e-18,36.1986880071737
"205554_s_at",-1.87068366666667,7.66397716666667,-11.2712712362115,1.51791893362102e-20,2.27375938892409e-18,36.1758140938486
"222121_at",-1.93269966666667,5.9103685,-11.2703232202722,1.5258828850881e-20,2.27944390005989e-18,36.1706530208438
"205638_at",-1.166352,4.83676433333333,-11.26709114457,1.55335003343349e-20,2.31415294490398e-18,36.1530572085728
"225913_at",-1.06407633333334,10.4706738333333,-11.2635903348334,1.58365943543601e-20,2.35289618566477e-18,36.133998134259
"231233_at",1.0897555,6.03765891666667,11.2590213629943,1.62410878584816e-20,2.39994994233104e-18,36.1091234076098
"210299_s_at",-2.95897716666666,9.38932891666667,-11.2521960190965,1.68646777882353e-20,2.48538074951959e-18,36.071963595165
"209283_at",-1.55873583333333,9.10176591666667,-11.2482523103197,1.72358536367802e-20,2.53325348814773e-18,36.0504920965884
"211986_at",-1.2256705,11.7327030833333,-11.2369485354338,1.8345667048876e-20,2.68914033752626e-18,35.9889470751406
"211998_at",-1.25287383333333,9.86717708333333,-11.2339960310043,1.86471426605069e-20,2.72602279401929e-18,35.9728713351955
"228875_at",-1.71803983333333,8.85827058333333,-11.2317469232971,1.88801177298267e-20,2.74560308042781e-18,35.9606253246788
"224339_s_at",-1.5767095,6.59495741666667,-11.2141355887465,2.08080150612884e-20,3.01771412062585e-18,35.8647313093379
"224352_s_at",-1.34591916666667,8.99845775,-11.2050004161285,2.18844013018295e-20,3.16542233115748e-18,35.8149878975371
"226132_s_at",1.42628983333334,6.87378975,11.2040003832091,2.20055666664192e-20,3.17454975590098e-18,35.8095423649085
"217504_at",-1.54410766666666,6.42607883333333,-11.2032022186735,2.21027548767697e-20,3.18017927075628e-18,35.8051960641917
"214135_at",-3.22828566666666,10.5676845,-11.1887882402585,2.39336710478369e-20,3.43457602241596e-18,35.7267047017332
"203476_at",1.2882025,9.49092525,11.18818102824,2.40140478216544e-20,3.4370891744737e-18,35.7233980477996
"205779_at",-1.71267516666666,8.44068775,-11.1787706686727,2.52947934577506e-20,3.59472126087994e-18,35.672151880512
"228548_at",-1.29926816666667,8.24570041666667,-11.1786430541287,2.53126234190906e-20,3.59472126087994e-18,35.6714569174051
"224061_at",-2.53194883333333,10.3546009166667,-11.1666862402742,2.70402195021989e-20,3.83011399296043e-18,35.6063413227464
"211161_s_at",1.98342733333333,11.121419,11.1505170455574,2.95655811636625e-20,4.15552223682069e-18,35.5182818633533
"203434_s_at",-2.40396283333334,6.77677091666667,-11.146362849945,3.02516533818695e-20,4.24104909911209e-18,35.495656932951
"37028_at",-1.56507433333334,9.8182375,-11.1451575942834,3.04536682356804e-20,4.2584509227259e-18,35.4890927183962
"223779_at",2.50073533333334,6.80993216666667,11.1365158916518,3.19421989130909e-20,4.44386698619146e-18,35.4420265495521
"228967_at",-1.29294766666667,8.0912545,-11.1252661569026,3.39895599255338e-20,4.69287673971858e-18,35.3807543353985
"206953_s_at",-2.07857316666667,9.13742525,-11.1195445470661,3.50806997329651e-20,4.81918909020067e-18,35.3495906140604
"202878_s_at",-1.72116583333334,10.9688324166667,-11.1190422665568,3.5178144356968e-20,4.82046376620858e-18,35.3468548356226
"204675_at",1.85142733333334,7.4392635,11.1177197779898,3.54360101010625e-20,4.84365963068898e-18,35.3396516012197
"231842_at",-1.67431966666667,7.26647533333333,-11.11257829526,3.64566186030686e-20,4.97073721227624e-18,35.3116471151431
"204026_s_at",1.7740215,8.44504041666667,11.1119969288406,3.65738577337518e-20,4.97431759102706e-18,35.3084805214968
"227923_at",-1.599554,7.9329515,-11.1095371845488,3.7074081699504e-20,5.0298397442193e-18,35.2950827050538
"212647_at",-1.11441083333333,9.97446108333333,-11.108658108144,3.72545097978336e-20,5.04180773068454e-18,35.2902945025471
"229277_at",-1.22878466666667,5.86641966666667,-11.0974196217017,3.96400871689572e-20,5.35141176780922e-18,35.2290791676593
"201923_at",1.036971,11.1279203333333,11.0887883485217,4.15754931145566e-20,5.59886720699109e-18,35.1820640301906
"210762_s_at",-1.87865083333333,10.9792945833333,-11.086537089718,4.20956585221893e-20,5.65498803366266e-18,35.169801111443
"1553645_at",-1.55530083333333,4.96725591666667,-11.0840334945099,4.26817776059399e-20,5.71734445593294e-18,35.1561636059667
"206027_at",-1.57092866666667,7.21588883333333,-11.0836639610773,4.27689781888719e-20,5.71734445593294e-18,35.1541506883349
"206068_s_at",-2.04539416666667,7.26061075,-11.0757309306231,4.46845623350999e-20,5.95884986749168e-18,35.1109375804832
"200965_s_at",-1.22531399999999,10.4109633333333,-11.0729383002667,4.53791295112129e-20,6.02954760729583e-18,35.0957252736485
"211603_s_at",1.1140395,7.31200091666667,11.0727144320542,4.54352741509992e-20,6.02954760729583e-18,35.0945057913283
"218665_at",-1.23958083333333,8.55289341666667,-11.0646733764434,4.74986642273283e-20,6.27292141697869e-18,35.0507031727449
"241994_at",2.2718295,6.08705425,11.0626830273525,4.80237137387623e-20,6.32697963534176e-18,35.0398608838726
"238061_at",-1.27975883333333,7.55931175,-11.0605386005991,4.85959083135175e-20,6.38697424769608e-18,35.028179216177
"226857_at",1.1194455,7.02338891666667,11.054040078237,5.03718892933821e-20,6.58871542372169e-18,34.9927784883909
"204320_at",3.32311183333333,6.22095975,11.051180376251,5.11738522466502e-20,6.67763811834272e-18,34.9772000990502
"213456_at",-3.38619866666667,7.75238583333333,-11.044178198358,5.31918573549381e-20,6.92006934385586e-18,34.9390549557582
